"weather_date","Rainfall.amount..millimetres.","Period.over.which.rainfall.was.measured..days.","Quality","rainfall_clean","cities","min_temp","max_temp"
1999-01-01,0,NA,"Y",0,"Perth",20.3,31.2632307692308
1999-01-02,0,NA,"Y",0,"Perth",18.3,30.2
1999-01-03,0,NA,"Y",0,"Perth",15.5,28
1999-01-04,0,NA,"Y",0,"Perth",15.9,23.4
1999-01-05,6.2,1,"Y",6.2,"Perth",11.1,22.4
1999-01-06,0,NA,"Y",0,"Perth",11.8,25.2
1999-01-07,0,NA,"Y",0,"Perth",14.8,30.5
1999-01-08,0,NA,"Y",0,"Perth",17.5,36.7
1999-01-09,0,NA,"Y",0,"Perth",20.1,23.5
1999-01-10,0,NA,"Y",0,"Perth",13.6,24
1999-01-11,0,NA,"Y",0,"Perth",10.9,28.9
1999-01-12,0,NA,"Y",0,"Perth",15.7,25.7
1999-01-13,0,NA,"Y",0,"Perth",15.2,33.7
1999-01-14,0,NA,"Y",0,"Perth",19.5,24.4
1999-01-15,0.2,1,"Y",0.2,"Perth",17.5,27.6
1999-01-16,0,NA,"Y",0,"Perth",18.7,36.4
1999-01-17,0,NA,"Y",0,"Perth",20,30.7
1999-01-18,0,NA,"Y",0,"Perth",17.4,31.2
1999-01-19,0,NA,"Y",0,"Perth",15.5,33.2
1999-01-20,0,NA,"Y",0,"Perth",18.6,39
1999-01-21,0,NA,"Y",0,"Perth",19.8,28.7
1999-01-22,0,NA,"Y",0,"Perth",19.4,28.9
1999-01-23,41.8,1,"Y",41.8,"Perth",18.8,31.8
1999-01-24,0,NA,"Y",0,"Perth",19.9,37.2
1999-01-25,0,NA,"Y",0,"Perth",21.9,35.1
1999-01-26,0,NA,"Y",0,"Perth",21.9,38.3
1999-01-27,0,NA,"Y",0,"Perth",25.6,31.3
1999-01-28,0,NA,"Y",0,"Perth",20.1,29.7
1999-01-29,0,NA,"Y",0,"Perth",22.2,32.9
1999-01-30,0,NA,"Y",0,"Perth",19.1,31.9
1999-01-31,0,NA,"Y",0,"Perth",21.2,25.4
1999-02-01,0,NA,"Y",0,"Perth",18.4,24.7
1999-02-02,0,NA,"Y",0,"Perth",15.4,24.5
1999-02-03,0,NA,"Y",0,"Perth",16.6,26.8
1999-02-04,0,NA,"Y",0,"Perth",15.6,31.2
1999-02-05,0,NA,"Y",0,"Perth",18,29.8
1999-02-06,0,NA,"Y",0,"Perth",18,35.3
1999-02-07,0,NA,"Y",0,"Perth",20.6,38.1
1999-02-08,0,NA,"Y",0,"Perth",19.4,38.9
1999-02-09,0,NA,"Y",0,"Perth",19.7,26.9
1999-02-10,0,NA,"Y",0,"Perth",15.6,28.6
1999-02-11,0,NA,"Y",0,"Perth",17.5,32.2
1999-02-12,0,NA,"Y",0,"Perth",20.7,35.5
1999-02-13,0,NA,"Y",0,"Perth",19.7,29.3
1999-02-14,0,NA,"Y",0,"Perth",15.9,30.6
1999-02-15,0,NA,"Y",0,"Perth",15.7,31.7
1999-02-16,0,NA,"Y",0,"Perth",15,31.8
1999-02-17,0,NA,"Y",0,"Perth",17.1,31.2
1999-02-18,0,NA,"Y",0,"Perth",19,35.6
1999-02-19,0,NA,"Y",0,"Perth",18.7,29.5
1999-02-20,0,NA,"Y",0,"Perth",19.7,30.2
1999-02-21,0,NA,"Y",0,"Perth",18.5,30.1
1999-02-22,0,NA,"Y",0,"Perth",20,31.2
1999-02-23,0,NA,"Y",0,"Perth",18.3,35.2
1999-02-24,0,NA,"Y",0,"Perth",20.9,37.1
1999-02-25,0,NA,"Y",0,"Perth",24.6,38.1
1999-02-26,0,NA,"Y",0,"Perth",23,38
1999-02-27,0,NA,"Y",0,"Perth",21.2,37.6
1999-02-28,0,NA,"Y",0,"Perth",18.1,34.1
1999-03-01,0,NA,"Y",0,"Perth",21.2,27.3
1999-03-02,0,NA,"Y",0,"Perth",17.1,26
1999-03-03,0,NA,"Y",0,"Perth",16.1,25.3
1999-03-04,0,NA,"Y",0,"Perth",14.3,26.4
1999-03-05,0,NA,"Y",0,"Perth",13.2,25.4
1999-03-06,0,NA,"Y",0,"Perth",14.2,28.5
1999-03-07,0,NA,"Y",0,"Perth",15,30.9
1999-03-08,3.2,1,"Y",3.2,"Perth",17.8,23.3
1999-03-09,0.2,1,"Y",0.2,"Perth",10.5,26.6
1999-03-10,0,NA,"Y",0,"Perth",14.1,34.2
1999-03-11,0,NA,"Y",0,"Perth",18.7,33.9
1999-03-12,0,NA,"Y",0,"Perth",21.3,34.7
1999-03-13,0,NA,"Y",0,"Perth",21.8,30.3
1999-03-14,0,NA,"Y",0,"Perth",17.3,26.8
1999-03-15,0,NA,"Y",0,"Perth",19.7,31.1
1999-03-16,0,NA,"Y",0,"Perth",21.3,30.4
1999-03-17,0,NA,"Y",0,"Perth",18.4,33
1999-03-18,0,NA,"Y",0,"Perth",20.6,28.6
1999-03-19,20.6,1,"Y",20.6,"Perth",19.5,24.8
1999-03-20,4.6,1,"Y",4.6,"Perth",20.1,24.7
1999-03-21,0,NA,"Y",0,"Perth",19.8,27.8
1999-03-22,0,NA,"Y",0,"Perth",19.9,28.6
1999-03-23,0,NA,"Y",0,"Perth",21.4,28.7
1999-03-24,0,NA,"Y",0,"Perth",16,23.7
1999-03-25,0,NA,"Y",0,"Perth",14.8,24.2
1999-03-26,0,NA,"Y",0,"Perth",10.6,24
1999-03-27,0,NA,"Y",0,"Perth",14.7,26.1
1999-03-28,0,NA,"Y",0,"Perth",14.2,27.5
1999-03-29,0,NA,"Y",0,"Perth",12.4,28.6
1999-03-30,0,NA,"Y",0,"Perth",15.9,26.1
1999-03-31,0,NA,"Y",0,"Perth",15.8,24.3
1999-04-01,0,NA,"Y",0,"Perth",14.5,25
1999-04-02,0,NA,"Y",0,"Perth",11.9,25.5
1999-04-03,0,NA,"Y",0,"Perth",12.1,27.6
1999-04-04,0,NA,"Y",0,"Perth",13,29.4
1999-04-05,0,NA,"Y",0,"Perth",12,32.7
1999-04-06,0,NA,"Y",0,"Perth",15.8,34.3
1999-04-07,0,NA,"Y",0,"Perth",17.2,34.5
1999-04-08,0.2,1,"Y",0.2,"Perth",14.6,27.3
1999-04-09,0,NA,"Y",0,"Perth",18.9,28.8
1999-04-10,15,1,"Y",15,"Perth",19,26.2
1999-04-11,0,NA,"Y",0,"Perth",19,27.9
1999-04-12,0,NA,"Y",0,"Perth",19.5,32.3
1999-04-13,0,NA,"Y",0,"Perth",20.4,33.6
1999-04-14,0,NA,"Y",0,"Perth",23.4,33.3
1999-04-15,3.2,1,"Y",3.2,"Perth",18.5,30
1999-04-16,0,NA,"Y",0,"Perth",17.3,28.7
1999-04-17,8.2,1,"Y",8.2,"Perth",17.4,25.9
1999-04-18,3.6,1,"Y",3.6,"Perth",13.8,26.4
1999-04-19,0,NA,"Y",0,"Perth",14.5,28
1999-04-20,0,NA,"Y",0,"Perth",16.4,29.5
1999-04-21,0,NA,"Y",0,"Perth",17.8,33.6
1999-04-22,0,NA,"Y",0,"Perth",16,27.9
1999-04-23,0,NA,"Y",0,"Perth",13.4,22.9
1999-04-24,0,NA,"Y",0,"Perth",9.1,23
1999-04-25,0,NA,"Y",0,"Perth",7,23.6
1999-04-26,0,NA,"Y",0,"Perth",12.8,24.4
1999-04-27,0,NA,"Y",0,"Perth",8.6,25.1
1999-04-28,0,NA,"Y",0,"Perth",10.1,25.7
1999-04-29,0,NA,"Y",0,"Perth",10.6,25.7
1999-04-30,0,NA,"Y",0,"Perth",9.2,26.8
1999-05-01,0,NA,"Y",0,"Perth",8.9,26.1
1999-05-02,2,1,"Y",2,"Perth",14.1,24.6
1999-05-03,0.4,1,"Y",0.4,"Perth",13.8,24.9
1999-05-04,0,NA,"Y",0,"Perth",11.3,27.1
1999-05-05,0,NA,"Y",0,"Perth",12.2,24.4
1999-05-06,12.4,1,"Y",12.4,"Perth",14.5,16.8
1999-05-07,0,NA,"Y",0,"Perth",13.9,16.8
1999-05-08,0.2,1,"Y",0.2,"Perth",13.9,20.1
1999-05-09,0,NA,"Y",0,"Perth",16.5,22.2
1999-05-10,0,NA,"Y",0,"Perth",16.1,27
1999-05-11,0,NA,"Y",0,"Perth",11.7,22.4
1999-05-12,0,NA,"Y",0,"Perth",12.6,19
1999-05-13,2.8,1,"Y",2.8,"Perth",15.2,18.6
1999-05-14,4,1,"Y",4,"Perth",11.1,24
1999-05-15,2.6,1,"Y",2.6,"Perth",12.6,22.3
1999-05-16,0.8,1,"Y",0.8,"Perth",12.2,23.3
1999-05-17,0,NA,"Y",0,"Perth",9.9,24.2
1999-05-18,0,NA,"Y",0,"Perth",9.1,25.6
1999-05-19,9.4,1,"Y",9.4,"Perth",11.3,22.4
1999-05-20,7.4,1,"Y",7.4,"Perth",17.3,22.2
1999-05-21,3.8,1,"Y",3.8,"Perth",13.8,19.9
1999-05-22,6.8,1,"Y",6.8,"Perth",5.9,18.3
1999-05-23,0,NA,"Y",0,"Perth",6.2,19.6
1999-05-24,0,NA,"Y",0,"Perth",9.6,22.3
1999-05-25,0,NA,"Y",0,"Perth",11.2,17.7
1999-05-26,3.4,1,"Y",3.4,"Perth",14.2,19
1999-05-27,12,1,"Y",12,"Perth",15.8,23.7
1999-05-28,28,1,"Y",28,"Perth",16.7,20.2
1999-05-29,3.6,1,"Y",3.6,"Perth",8.7,18.8
1999-05-30,0,NA,"Y",0,"Perth",8,21.8
1999-05-31,0,NA,"Y",0,"Perth",9.5,22.5
1999-06-01,0,NA,"Y",0,"Perth",10.5,22.5
1999-06-02,0.2,1,"Y",0.2,"Perth",10.6,21.5
1999-06-03,2.8,1,"Y",2.8,"Perth",10.9,19.4
1999-06-04,0,NA,"Y",0,"Perth",5.5,15.9
1999-06-05,0,NA,"Y",0,"Perth",3.3,18.2
1999-06-06,0,NA,"Y",0,"Perth",4,20.8
1999-06-07,0,NA,"Y",0,"Perth",7.1,20.8
1999-06-08,5,1,"Y",5,"Perth",9,21
1999-06-09,3.8,1,"Y",3.8,"Perth",7.6,20.1
1999-06-10,0.2,1,"Y",0.2,"Perth",7.2,21.9
1999-06-11,13.8,1,"Y",13.8,"Perth",10.8,17.2
1999-06-12,2.4,1,"Y",2.4,"Perth",6.2,15.6
1999-06-13,0,NA,"Y",0,"Perth",7.1,19.5
1999-06-14,14,1,"Y",14,"Perth",12.4,20
1999-06-15,2.6,1,"Y",2.6,"Perth",11.1,20.9
1999-06-16,5.4,1,"Y",5.4,"Perth",13,19.9
1999-06-17,0.2,NA,"Y",0.2,"Perth",11.5,20.7
1999-06-18,22.4,1,"Y",22.4,"Perth",13.1,18.6
1999-06-19,3.2,1,"Y",3.2,"Perth",11.2,20.5
1999-06-20,0,NA,"Y",0,"Perth",9.6,20.6
1999-06-21,0.2,1,"Y",0.2,"Perth",8.2,20.1
1999-06-22,0,NA,"Y",0,"Perth",9.6,22
1999-06-23,15.8,1,"Y",15.8,"Perth",11.9,18.8
1999-06-24,0,NA,"Y",0,"Perth",6.1,20
1999-06-25,0,NA,"Y",0,"Perth",8.8,19.6
1999-06-26,11.4,1,"Y",11.4,"Perth",9.9,19.8
1999-06-27,5.4,1,"Y",5.4,"Perth",12,20.6
1999-06-28,3.4,1,"Y",3.4,"Perth",13.3,18.7
1999-06-29,3.6,1,"Y",3.6,"Perth",6.2,16.5
1999-06-30,0.2,1,"Y",0.2,"Perth",1.8,16.7
1999-07-01,0,NA,"Y",0,"Perth",3.7,17.2
1999-07-02,0,NA,"Y",0,"Perth",5.4,18.9
1999-07-03,0,NA,"Y",0,"Perth",8.2,22.1
1999-07-04,0,NA,"Y",0,"Perth",9.6,18.7
1999-07-05,31.4,1,"Y",31.4,"Perth",12.7,18.6
1999-07-06,6.8,1,"Y",6.8,"Perth",8.7,15.6
1999-07-07,1.4,1,"Y",1.4,"Perth",3.9,16.3
1999-07-08,0.2,1,"Y",0.2,"Perth",1.8,16.8
1999-07-09,0,NA,"Y",0,"Perth",2.5,18.4
1999-07-10,0,NA,"Y",0,"Perth",4.1,19.4
1999-07-11,0.6,1,"Y",0.6,"Perth",9.6,22.1
1999-07-12,0.2,1,"Y",0.2,"Perth",9.6,23.9
1999-07-13,6.2,1,"Y",6.2,"Perth",12.3,17.2
1999-07-14,13.8,1,"Y",13.8,"Perth",12.3,17.9
1999-07-15,4.4,1,"Y",4.4,"Perth",12.7,19.2
1999-07-16,10.2,1,"Y",10.2,"Perth",12.7,18.1
1999-07-17,5.2,1,"Y",5.2,"Perth",12.5,18.2
1999-07-18,0.6,1,"Y",0.6,"Perth",12,18.3
1999-07-19,5.4,1,"Y",5.4,"Perth",9.8,18.7
1999-07-20,0,NA,"Y",0,"Perth",8.1,18.4
1999-07-21,0,NA,"Y",0,"Perth",9.8,20.8
1999-07-22,0,NA,"Y",0,"Perth",5.5,19
1999-07-23,0,1,"Y",0,"Perth",4.5,21.7
1999-07-24,0,NA,"Y",0,"Perth",4.8,25.4
1999-07-25,0,NA,"Y",0,"Perth",7.2,23.2
1999-07-26,18.4,1,"Y",18.4,"Perth",12,19
1999-07-27,2.6,1,"Y",2.6,"Perth",5.6,18
1999-07-28,10,1,"Y",10,"Perth",8.6,14.9
1999-07-29,0.6,1,"Y",0.6,"Perth",2.5,16.7
1999-07-30,0,NA,"Y",0,"Perth",4.1,18.2
1999-07-31,0.2,1,"Y",0.2,"Perth",2.8,19.3
1999-08-01,0,NA,"Y",0,"Perth",4.4,20.7
1999-08-02,0,NA,"Y",0,"Perth",3.4,18.6
1999-08-03,0,NA,"Y",0,"Perth",3.9,19.2
1999-08-04,0,NA,"Y",0,"Perth",5.3,19.3
1999-08-05,0,NA,"Y",0,"Perth",4.4,20.9
1999-08-06,12.8,1,"Y",12.8,"Perth",10.4,16.3
1999-08-07,2.2,1,"Y",2.2,"Perth",3,14.9
1999-08-08,0,NA,"Y",0,"Perth",3.5,18.2
1999-08-09,0,NA,"Y",0,"Perth",5.5,20.3
1999-08-10,1,1,"Y",1,"Perth",11.3,18.1
1999-08-11,31.8,1,"Y",31.8,"Perth",7.9,15
1999-08-12,6.6,1,"Y",6.6,"Perth",5.8,16.6
1999-08-13,0,NA,"Y",0,"Perth",2.3,18.4
1999-08-14,0.2,NA,"Y",0.2,"Perth",4.5,18.9
1999-08-15,6.2,1,"Y",6.2,"Perth",9.3,18.2
1999-08-16,2.4,1,"Y",2.4,"Perth",11.6,22.9
1999-08-17,14.8,1,"Y",14.8,"Perth",13.3,19.7
1999-08-18,22.8,1,"Y",22.8,"Perth",12.8,18.2
1999-08-19,3.6,1,"Y",3.6,"Perth",5.7,15.5
1999-08-20,0,NA,"Y",0,"Perth",4.4,17.7
1999-08-21,0,NA,"Y",0,"Perth",4.2,18.4
1999-08-22,0,NA,"Y",0,"Perth",4.4,21.3
1999-08-23,0,NA,"Y",0,"Perth",7,22.7
1999-08-24,19.4,1,"Y",19.4,"Perth",12.3,18.1
1999-08-25,9.2,1,"Y",9.2,"Perth",12.2,17.8
1999-08-26,0.4,1,"Y",0.4,"Perth",7.5,18.8
1999-08-27,0,NA,"Y",0,"Perth",10.2,21.1
1999-08-28,0,NA,"Y",0,"Perth",11.2,20.6
1999-08-29,26,1,"Y",26,"Perth",13.5,18.7
1999-08-30,7.8,1,"Y",7.8,"Perth",8.4,17.3
1999-08-31,0.2,1,"Y",0.2,"Perth",4.1,21.8
1999-09-01,0,NA,"Y",0,"Perth",8.3,20.5
1999-09-02,0,NA,"Y",0,"Perth",12.4,18.8
1999-09-03,14.8,1,"Y",14.8,"Perth",9.9,13.5
1999-09-04,5.6,1,"Y",5.6,"Perth",3.2,16.5
1999-09-05,0,NA,"Y",0,"Perth",3.1,18.5
1999-09-06,0,NA,"Y",0,"Perth",4,20.1
1999-09-07,0,NA,"Y",0,"Perth",5.3,20.3
1999-09-08,0,NA,"Y",0,"Perth",7.7,19.8
1999-09-09,0,NA,"Y",0,"Perth",8.5,24.7
1999-09-10,0,NA,"Y",0,"Perth",9.6,21.8
1999-09-11,31.6,1,"Y",31.6,"Perth",12.4,17.3
1999-09-12,0.2,1,"Y",0.2,"Perth",10.9,20.2
1999-09-13,0,NA,"Y",0,"Perth",11,19.6
1999-09-14,16.4,1,"Y",16.4,"Perth",11.1,17
1999-09-15,7.4,1,"Y",7.4,"Perth",7.9,15.1
1999-09-16,0.2,1,"Y",0.2,"Perth",4.1,17.1
1999-09-17,0,NA,"Y",0,"Perth",6.4,21
1999-09-18,0,NA,"Y",0,"Perth",7,23.1
1999-09-19,0,NA,"Y",0,"Perth",5.7,23.3
1999-09-20,0,NA,"Y",0,"Perth",10.2,21.2
1999-09-21,3,1,"Y",3,"Perth",13.3,16.6
1999-09-22,7.4,1,"Y",7.4,"Perth",11.9,18.5
1999-09-23,0,NA,"Y",0,"Perth",7.3,19.9
1999-09-24,0,NA,"Y",0,"Perth",6.7,25.3
1999-09-25,0,NA,"Y",0,"Perth",11,27.5
1999-09-26,0,NA,"Y",0,"Perth",14.4,23
1999-09-27,10.8,1,"Y",10.8,"Perth",13.3,18.3
1999-09-28,8.4,1,"Y",8.4,"Perth",7.5,18.1
1999-09-29,0,NA,"Y",0,"Perth",12.7,21
1999-09-30,0,NA,"Y",0,"Perth",9,21.1
1999-10-01,2.6,1,"Y",2.6,"Perth",5.4,19.4
1999-10-02,0.2,1,"Y",0.2,"Perth",8.7,22.8
1999-10-03,0,NA,"Y",0,"Perth",8.7,26.6
1999-10-04,0,NA,"Y",0,"Perth",9.4,24.5
1999-10-05,0,NA,"Y",0,"Perth",12.1,20.6
1999-10-06,0,NA,"Y",0,"Perth",14.1,21.2
1999-10-07,12.4,1,"Y",12.4,"Perth",14.1,19.1
1999-10-08,37.6,1,"Y",37.6,"Perth",10.4,17.7
1999-10-09,17.4,1,"Y",17.4,"Perth",10.9,18.3
1999-10-10,0,NA,"Y",0,"Perth",7.8,18.8
1999-10-11,0,NA,"Y",0,"Perth",6.3,19.4
1999-10-12,0,NA,"Y",0,"Perth",12.5,21
1999-10-13,0.2,1,"Y",0.2,"Perth",12.3,19.3
1999-10-14,20,1,"Y",20,"Perth",10.8,17.7
1999-10-15,0.4,1,"Y",0.4,"Perth",12.8,18.7
1999-10-16,5.4,1,"Y",5.4,"Perth",13.9,17.8
1999-10-17,0.2,1,"Y",0.2,"Perth",6.7,20
1999-10-18,0,NA,"Y",0,"Perth",10.6,25.5
1999-10-19,0,NA,"Y",0,"Perth",12.3,28.2
1999-10-20,0,NA,"Y",0,"Perth",10.3,26.8
1999-10-21,0,NA,"Y",0,"Perth",14.8,26.9
1999-10-22,0,NA,"Y",0,"Perth",12.8,30.2
1999-10-23,0,NA,"Y",0,"Perth",16.3,21.3
1999-10-24,0,NA,"Y",0,"Perth",13.3,19.6
1999-10-25,0,NA,"Y",0,"Perth",8.8,20.4
1999-10-26,0,NA,"Y",0,"Perth",7.8,22.5
1999-10-27,0,NA,"Y",0,"Perth",10.5,23.3
1999-10-28,0,NA,"Y",0,"Perth",12.2,22.3
1999-10-29,0,NA,"Y",0,"Perth",12.6,21.3
1999-10-30,0,NA,"Y",0,"Perth",10.7,22
1999-10-31,0,NA,"Y",0,"Perth",12.7,27
1999-11-01,0,NA,"Y",0,"Perth",13.1,30.1
1999-11-02,0,NA,"Y",0,"Perth",16.8,32
1999-11-03,0,NA,"Y",0,"Perth",17.2,30.2
1999-11-04,0,NA,"Y",0,"Perth",17.5,26.9
1999-11-05,0,NA,"Y",0,"Perth",17.4,23.7
1999-11-06,0,NA,"Y",0,"Perth",14,22.4
1999-11-07,0,NA,"Y",0,"Perth",9.8,21.8
1999-11-08,0,NA,"Y",0,"Perth",7.8,22.7
1999-11-09,0,NA,"Y",0,"Perth",13.7,26.9227045075125
1999-11-10,0,1,"Y",0,"Perth",14.4,31.4
1999-11-11,0,1,"Y",0,"Perth",10.6,27.7
1999-11-12,0,NA,"Y",0,"Perth",11.8,23.8
1999-11-13,0,NA,"Y",0,"Perth",12.9,25.6
1999-11-14,0,NA,"Y",0,"Perth",12.5,22.4
1999-11-15,0,NA,"Y",0,"Perth",14.7,22.7
1999-11-16,4.4,1,"Y",4.4,"Perth",14.6,23.7
1999-11-17,0,NA,"Y",0,"Perth",15.4,21.5
1999-11-18,0,NA,"Y",0,"Perth",9.1,20
1999-11-19,0,NA,"Y",0,"Perth",13.3,25.7
1999-11-20,0,NA,"Y",0,"Perth",13.6,25.8
1999-11-21,0,NA,"Y",0,"Perth",13.9,28.6
1999-11-22,0,NA,"Y",0,"Perth",13.8,30.7
1999-11-23,0,NA,"Y",0,"Perth",15.5,32.9
1999-11-24,0,NA,"Y",0,"Perth",15.5,36.7
1999-11-25,0,NA,"Y",0,"Perth",15.8,30.5
1999-11-26,0,NA,"Y",0,"Perth",15.6,27.5
1999-11-27,0,NA,"Y",0,"Perth",17.5,27.8
1999-11-28,0,NA,"Y",0,"Perth",16.6,32.7
1999-11-29,0,NA,"Y",0,"Perth",17.5,28.7
1999-11-30,0,NA,"Y",0,"Perth",17.6,25.8
1999-12-01,0,NA,"Y",0,"Perth",15.9,21.7
1999-12-02,1,1,"Y",1,"Perth",13.9,22.1
1999-12-03,0.4,1,"Y",0.4,"Perth",13.2,28.8
1999-12-04,0,NA,"Y",0,"Perth",14.6,38.5
1999-12-05,0.8,1,"Y",0.8,"Perth",20.3,29.4
1999-12-06,0,NA,"Y",0,"Perth",17.9,27.7
1999-12-07,0,NA,"Y",0,"Perth",17.1,24.8
1999-12-08,0,NA,"Y",0,"Perth",14.5,23.9
1999-12-09,0,NA,"Y",0,"Perth",15.2,26.9
1999-12-10,0,NA,"Y",0,"Perth",13.9,28.9
1999-12-11,0,NA,"Y",0,"Perth",14.7,29.2063004846527
1999-12-12,0,NA,"Y",0,"Perth",17.5,35.8
1999-12-13,0.8,1,"Y",0.8,"Perth",17.3,28
1999-12-14,0.2,1,"Y",0.2,"Perth",16.1,28.7
1999-12-15,0,NA,"Y",0,"Perth",18.7,29.1
1999-12-16,0,NA,"Y",0,"Perth",14.3,28.9
1999-12-17,0,NA,"Y",0,"Perth",15.3,32.2
1999-12-18,0,NA,"Y",0,"Perth",20,34.5
1999-12-19,0,NA,"Y",0,"Perth",21,32.2
1999-12-20,4,1,"Y",4,"Perth",15.6,29.7
1999-12-21,0,NA,"Y",0,"Perth",18.9,36
1999-12-22,0,NA,"Y",0,"Perth",21.4,39.6
1999-12-23,0,NA,"Y",0,"Perth",20.2,29.9
1999-12-24,0,NA,"Y",0,"Perth",18.7,37.6
1999-12-25,0,NA,"Y",0,"Perth",18.9,34.8
1999-12-26,0,NA,"Y",0,"Perth",17.9,35.9
1999-12-27,0,NA,"Y",0,"Perth",21.7,39.3
1999-12-28,0,NA,"Y",0,"Perth",22.4,35.2
1999-12-29,0,NA,"Y",0,"Perth",21.1,34
1999-12-30,0,NA,"Y",0,"Perth",22.3,33.9
1999-12-31,0,NA,"Y",0,"Perth",21.8,35.4
2000-01-01,0,NA,"Y",0,"Perth",20.9,36.6
2000-01-02,0,NA,"Y",0,"Perth",20.5,36.5
2000-01-03,0,NA,"Y",0,"Perth",18.4,35.9
2000-01-04,0,NA,"Y",0,"Perth",19.8,37.2
2000-01-05,0,NA,"Y",0,"Perth",20.9,36.9
2000-01-06,0,NA,"Y",0,"Perth",22.1,35.1
2000-01-07,0,NA,"Y",0,"Perth",16.4,33.4
2000-01-08,0,NA,"Y",0,"Perth",18.1,30.6
2000-01-09,0,NA,"Y",0,"Perth",17.2,31.3
2000-01-10,0,NA,"Y",0,"Perth",18,27.5
2000-01-11,0,NA,"Y",0,"Perth",17.8,27.1
2000-01-12,0,NA,"Y",0,"Perth",18.1,25.5
2000-01-13,0,NA,"Y",0,"Perth",17.8,29.4
2000-01-14,0,NA,"Y",0,"Perth",18.9,24.3
2000-01-15,12.8,1,"Y",12.8,"Perth",17.2,23.9
2000-01-16,4.2,1,"Y",4.2,"Perth",16.4,24.6
2000-01-17,5,1,"Y",5,"Perth",15.9,24.8
2000-01-18,0,NA,"Y",0,"Perth",13,28.1
2000-01-19,0,NA,"Y",0,"Perth",17.3,29.4
2000-01-20,0,NA,"Y",0,"Perth",16.2,32
2000-01-21,0,NA,"Y",0,"Perth",17.2,27.1
2000-01-22,104,1,"Y",104,"Perth",19.3,20.7
2000-01-23,11.4,1,"Y",11.4,"Perth",16.3,23.8
2000-01-24,0.4,1,"Y",0.4,"Perth",17,27.2
2000-01-25,0,NA,"Y",0,"Perth",16.4,28.4
2000-01-26,0,NA,"Y",0,"Perth",16.5,29.4
2000-01-27,0,NA,"Y",0,"Perth",17.7,30.7
2000-01-28,0,NA,"Y",0,"Perth",19.7,33.8
2000-01-29,0,NA,"Y",0,"Perth",23.2,36.6
2000-01-30,0,NA,"Y",0,"Perth",22.4,36.6
2000-01-31,1.2,1,"Y",1.2,"Perth",22.8,28.7
2000-02-01,0,NA,"Y",0,"Perth",18.4,27.1
2000-02-02,0,NA,"Y",0,"Perth",15.8,26.1
2000-02-03,0,NA,"Y",0,"Perth",16.9,26.5
2000-02-04,0,NA,"Y",0,"Perth",19,27.4
2000-02-05,0,NA,"Y",0,"Perth",16.9,32.3
2000-02-06,0,NA,"Y",0,"Perth",19.7,36.2
2000-02-07,0,NA,"Y",0,"Perth",21,37.2
2000-02-08,0,NA,"Y",0,"Perth",25.1,40.1
2000-02-09,0,NA,"Y",0,"Perth",21.1,30.4
2000-02-10,0,NA,"Y",0,"Perth",15.5,27.6
2000-02-11,0,NA,"Y",0,"Perth",17,29.4
2000-02-12,0,NA,"Y",0,"Perth",16,30.6
2000-02-13,0,NA,"Y",0,"Perth",19.5,32.9
2000-02-14,0,NA,"Y",0,"Perth",16.7,34.3
2000-02-15,0,NA,"Y",0,"Perth",21.4,35.1
2000-02-16,0,NA,"Y",0,"Perth",20.4,35
2000-02-17,0,NA,"Y",0,"Perth",20.5,36.3
2000-02-18,0,NA,"Y",0,"Perth",19.7,28.9
2000-02-19,0,NA,"Y",0,"Perth",14.7,27.8
2000-02-20,0,NA,"Y",0,"Perth",15.4,30.7
2000-02-21,0,NA,"Y",0,"Perth",19.4,33.5
2000-02-22,0,NA,"Y",0,"Perth",19.9,24.3
2000-02-23,0,NA,"Y",0,"Perth",12.8,26.8
2000-02-24,0,NA,"Y",0,"Perth",16.2,27.1
2000-02-25,0,NA,"Y",0,"Perth",16.4,29.6
2000-02-26,0,NA,"Y",0,"Perth",16.4,31.1
2000-02-27,0,NA,"Y",0,"Perth",20.2,33.2
2000-02-28,0,NA,"Y",0,"Perth",22.1,33.2
2000-02-29,0,NA,"Y",0,"Perth",24.2,35.1
2000-03-01,0,NA,"Y",0,"Perth",20.5,24.2
2000-03-02,0,NA,"Y",0,"Perth",15.3,29.4
2000-03-03,0,NA,"Y",0,"Perth",16.1,30.6
2000-03-04,0,NA,"Y",0,"Perth",16.8,31.6
2000-03-05,0,NA,"Y",0,"Perth",17.2,32.5
2000-03-06,0,NA,"Y",0,"Perth",18.4,35
2000-03-07,0,NA,"Y",0,"Perth",23.2,36.9
2000-03-08,0,NA,"Y",0,"Perth",24.2,38.1
2000-03-09,0,NA,"Y",0,"Perth",25.3,35.8
2000-03-10,2.2,1,"Y",2.2,"Perth",23.4,31.8
2000-03-11,0,NA,"Y",0,"Perth",21.6,26.9
2000-03-12,0,NA,"Y",0,"Perth",19.6,25.2
2000-03-13,0,NA,"Y",0,"Perth",12.7,27.1
2000-03-14,0,NA,"Y",0,"Perth",13.2,28.6
2000-03-15,0,NA,"Y",0,"Perth",13.2,29.4
2000-03-16,0,NA,"Y",0,"Perth",13.2,24.9
2000-03-17,1.2,1,"Y",1.2,"Perth",11.6,24.8
2000-03-18,0,NA,"Y",0,"Perth",11.3,29
2000-03-19,0,NA,"Y",0,"Perth",14.5,28.4
