"weather_date","Rainfall.amount..millimetres.","Period.over.which.rainfall.was.measured..days.","Quality","rainfall_clean","actual_days_rain","cities"
2001-05-08,0,NA,"Y",0,0,"Cairns"
2001-05-09,0,NA,"Y",0,0,"Cairns"
2001-05-10,0,NA,"Y",0,0,"Cairns"
2001-05-11,0,NA,"Y",0,0,"Cairns"
2001-05-12,0,NA,"Y",0,0,"Cairns"
2001-05-13,0,NA,"Y",0,0,"Cairns"
2001-05-14,0,NA,"Y",0,0,"Cairns"
2001-05-15,0,NA,"Y",0,0,"Cairns"
2001-05-16,0,NA,"Y",0,0,"Cairns"
2001-05-17,0,NA,"Y",0,0,"Cairns"
2001-05-18,0,NA,"Y",0,0,"Cairns"
2001-05-19,0,NA,"Y",0,0,"Cairns"
2001-05-20,0,NA,"Y",0,0,"Cairns"
2001-05-21,0,NA,"Y",0,0,"Cairns"
2001-05-22,0,NA,"Y",0,0,"Cairns"
2001-05-23,0,NA,"Y",0,0,"Cairns"
2001-05-24,0,NA,"Y",0,0,"Cairns"
2001-05-25,0,NA,"Y",0,0,"Cairns"
2001-05-26,0,NA,"Y",0,0,"Cairns"
2001-05-27,0,NA,"Y",0,0,"Cairns"
2001-05-28,0,NA,"Y",0,0,"Cairns"
2001-05-29,0,NA,"Y",0,0,"Cairns"
2001-05-30,0,NA,"Y",0,0,"Cairns"
2001-05-31,0,NA,"Y",0,0.2,"Cairns"
2001-06-01,0.2,1,"Y",0.2,5.4,"Cairns"
2001-06-02,5.4,1,"Y",5.4,2.2,"Cairns"
2001-06-03,2.2,1,"Y",2.2,4,"Cairns"
2001-06-04,4,1,"Y",4,2.6,"Cairns"
2001-06-05,2.6,1,"Y",2.6,4,"Cairns"
2001-06-06,4,1,"Y",4,7.4,"Cairns"
2001-06-07,7.4,1,"Y",7.4,3.8,"Cairns"
2001-06-08,3.8,1,"Y",3.8,0.2,"Cairns"
2001-06-09,0.2,1,"Y",0.2,0,"Cairns"
2001-06-10,0,NA,"Y",0,0.6,"Cairns"
2001-06-11,0.6,1,"Y",0.6,0.4,"Cairns"
2001-06-12,0.4,1,"Y",0.4,1,"Cairns"
2001-06-13,1,1,"Y",1,0.4,"Cairns"
2001-06-14,0.4,1,"Y",0.4,0.2,"Cairns"
2001-06-15,0.2,1,"Y",0.2,0,"Cairns"
2001-06-16,0,NA,"Y",0,0.8,"Cairns"
2001-06-17,0.8,1,"Y",0.8,0,"Cairns"
2001-06-18,0,NA,"Y",0,1,"Cairns"
2001-06-19,1,1,"Y",1,2,"Cairns"
2001-06-20,2,1,"Y",2,0,"Cairns"
2001-06-21,0,NA,"Y",0,0,"Cairns"
2001-06-22,0,NA,"Y",0,0,"Cairns"
2001-06-23,0,NA,"Y",0,0,"Cairns"
2001-06-24,0,NA,"Y",0,2.4,"Cairns"
2001-06-25,2.4,1,"Y",2.4,0.2,"Cairns"
2001-06-26,0.2,1,"Y",0.2,0.8,"Cairns"
2001-06-27,0.8,1,"Y",0.8,6.2,"Cairns"
2001-06-28,6.2,1,"Y",6.2,0,"Cairns"
2001-06-29,0,NA,"Y",0,0,"Cairns"
2001-06-30,0,NA,"Y",0,0,"Cairns"
2001-07-01,0,NA,"Y",0,0,"Cairns"
2001-07-02,0,NA,"Y",0,0,"Cairns"
2001-07-03,0,NA,"Y",0,0,"Cairns"
2001-07-04,0,NA,"Y",0,0,"Cairns"
2001-07-05,0,NA,"Y",0,0,"Cairns"
2001-07-06,0,NA,"Y",0,0,"Cairns"
2001-07-07,0,NA,"Y",0,0,"Cairns"
2001-07-08,0,NA,"Y",0,0,"Cairns"
2001-07-09,0,NA,"Y",0,0,"Cairns"
2001-07-10,0,NA,"Y",0,0,"Cairns"
2001-07-11,0,NA,"Y",0,0,"Cairns"
2001-07-12,0,NA,"Y",0,1,"Cairns"
2001-07-13,1,1,"Y",1,0,"Cairns"
2001-07-14,0,NA,"Y",0,0,"Cairns"
2001-07-15,0,NA,"Y",0,0,"Cairns"
2001-07-16,0,NA,"Y",0,0,"Cairns"
2001-07-17,0,NA,"Y",0,0.2,"Cairns"
2001-07-18,0.2,1,"Y",0.2,0,"Cairns"
2001-07-19,0,NA,"Y",0,0,"Cairns"
2001-07-20,0,NA,"Y",0,0,"Cairns"
2001-07-21,0,NA,"Y",0,0,"Cairns"
2001-07-22,0,NA,"Y",0,0.4,"Cairns"
2001-07-23,0.4,1,"Y",0.4,0,"Cairns"
2001-07-24,0,NA,"Y",0,4.6,"Cairns"
2001-07-25,4.6,1,"Y",4.6,1.6,"Cairns"
2001-07-26,1.6,1,"Y",1.6,0,"Cairns"
2001-07-27,0,NA,"Y",0,0,"Cairns"
2001-07-28,0,NA,"Y",0,0,"Cairns"
2001-07-29,0,NA,"Y",0,0,"Cairns"
2001-07-30,0,NA,"Y",0,0,"Cairns"
2001-07-31,0,NA,"Y",0,0,"Cairns"
2001-08-01,0,NA,"Y",0,0,"Cairns"
2001-08-02,0,NA,"Y",0,0,"Cairns"
2001-08-03,0,NA,"Y",0,0,"Cairns"
2001-08-04,0,NA,"Y",0,0,"Cairns"
2001-08-05,0,NA,"Y",0,0,"Cairns"
2001-08-06,0,NA,"Y",0,0,"Cairns"
2001-08-07,0,NA,"Y",0,0,"Cairns"
2001-08-08,0,NA,"Y",0,0,"Cairns"
2001-08-09,0,NA,"Y",0,0,"Cairns"
2001-08-10,0,NA,"Y",0,0,"Cairns"
2001-08-11,0,NA,"Y",0,0,"Cairns"
2001-08-12,0,NA,"Y",0,0,"Cairns"
2001-08-13,0,NA,"Y",0,0,"Cairns"
2001-08-14,0,NA,"Y",0,0,"Cairns"
2001-08-15,0,NA,"Y",0,2.2,"Cairns"
2001-08-16,2.2,1,"Y",2.2,0.6,"Cairns"
2001-08-17,0.6,1,"Y",0.6,0,"Cairns"
2001-08-18,0,NA,"Y",0,0,"Cairns"
2001-08-19,0,NA,"Y",0,0,"Cairns"
2001-08-20,0,NA,"Y",0,0,"Cairns"
2001-08-21,0,NA,"Y",0,0,"Cairns"
2001-08-22,0,NA,"Y",0,0,"Cairns"
2001-08-23,0,NA,"Y",0,2.8,"Cairns"
2001-08-24,2.8,1,"Y",2.8,0,"Cairns"
2001-08-25,0,NA,"Y",0,0,"Cairns"
2001-08-26,0,NA,"Y",0,0,"Cairns"
2001-08-27,0,NA,"Y",0,0,"Cairns"
2001-08-28,0,NA,"Y",0,0,"Cairns"
2001-08-29,0,NA,"Y",0,0,"Cairns"
2001-08-30,0,NA,"Y",0,0,"Cairns"
2001-08-31,0,NA,"Y",0,0,"Cairns"
2001-09-01,0,NA,"Y",0,0,"Cairns"
2001-09-02,0,NA,"Y",0,0,"Cairns"
2001-09-03,0,NA,"Y",0,0,"Cairns"
2001-09-04,0,NA,"Y",0,0,"Cairns"
2001-09-05,0,NA,"Y",0,0,"Cairns"
2001-09-06,0,NA,"Y",0,0,"Cairns"
2001-09-07,0,NA,"Y",0,0,"Cairns"
2001-09-08,0,NA,"Y",0,0,"Cairns"
2001-09-09,0,NA,"Y",0,1.6,"Cairns"
2001-09-10,1.6,1,"Y",1.6,0,"Cairns"
2001-09-11,0,NA,"Y",0,0,"Cairns"
2001-09-12,0,NA,"Y",0,0,"Cairns"
2001-09-13,0,NA,"Y",0,0,"Cairns"
2001-09-14,0,NA,"Y",0,0,"Cairns"
2001-09-15,0,NA,"Y",0,0,"Cairns"
2001-09-16,0,NA,"Y",0,0,"Cairns"
2001-09-17,0,NA,"Y",0,1.4,"Cairns"
2001-09-18,1.4,1,"Y",1.4,6.6,"Cairns"
2001-09-19,6.6,1,"Y",6.6,4.8,"Cairns"
2001-09-20,4.8,1,"Y",4.8,3.2,"Cairns"
2001-09-21,3.2,1,"Y",3.2,0,"Cairns"
2001-09-22,0,NA,"Y",0,0,"Cairns"
2001-09-23,0,NA,"Y",0,0.4,"Cairns"
2001-09-24,0.4,1,"Y",0.4,0.6,"Cairns"
2001-09-25,0.6,1,"Y",0.6,0,"Cairns"
2001-09-26,0,NA,"Y",0,0,"Cairns"
2001-09-27,0,NA,"Y",0,0,"Cairns"
2001-09-28,0,NA,"Y",0,0.2,"Cairns"
2001-09-29,0.2,1,"Y",0.2,0,"Cairns"
2001-09-30,0,NA,"Y",0,0,"Cairns"
2001-10-01,0,NA,"Y",0,0,"Cairns"
2001-10-02,0,NA,"Y",0,0,"Cairns"
2001-10-03,0,NA,"Y",0,0,"Cairns"
2001-10-04,0,NA,"Y",0,0,"Cairns"
2001-10-05,0,NA,"Y",0,0,"Cairns"
2001-10-06,0,NA,"Y",0,0,"Cairns"
2001-10-07,0,NA,"Y",0,0,"Cairns"
2001-10-08,0,NA,"Y",0,0,"Cairns"
2001-10-09,0,NA,"Y",0,0,"Cairns"
2001-10-10,0,NA,"Y",0,0,"Cairns"
2001-10-11,0,NA,"Y",0,0,"Cairns"
2001-10-12,0,NA,"Y",0,0,"Cairns"
2001-10-13,0,NA,"Y",0,0,"Cairns"
2001-10-14,0,NA,"Y",0,0,"Cairns"
2001-10-15,0,NA,"Y",0,0.8,"Cairns"
2001-10-16,0.8,1,"Y",0.8,0.2,"Cairns"
2001-10-17,0.2,1,"Y",0.2,0,"Cairns"
2001-10-18,0,NA,"Y",0,0.8,"Cairns"
2001-10-19,0.8,1,"Y",0.8,0,"Cairns"
2001-10-20,0,NA,"Y",0,0,"Cairns"
2001-10-21,0,NA,"Y",0,45,"Cairns"
2001-10-22,45,1,"Y",45,4.6,"Cairns"
2001-10-23,4.6,1,"Y",4.6,0,"Cairns"
2001-10-24,0,NA,"Y",0,0,"Cairns"
2001-10-25,0,NA,"Y",0,0,"Cairns"
2001-10-26,0,NA,"Y",0,1.2,"Cairns"
2001-10-27,1.2,1,"Y",1.2,0,"Cairns"
2001-10-28,0,NA,"Y",0,0,"Cairns"
2001-10-29,0,NA,"Y",0,0,"Cairns"
2001-10-30,0,NA,"Y",0,0,"Cairns"
2001-10-31,0,NA,"Y",0,0,"Cairns"
2001-11-01,0,NA,"Y",0,0,"Cairns"
2001-11-02,0,NA,"Y",0,0,"Cairns"
2001-11-03,0,NA,"Y",0,0,"Cairns"
2001-11-04,0,NA,"Y",0,0,"Cairns"
2001-11-05,0,NA,"Y",0,0,"Cairns"
2001-11-06,0,NA,"Y",0,0,"Cairns"
2001-11-07,0,NA,"Y",0,0,"Cairns"
2001-11-08,0,NA,"Y",0,0,"Cairns"
2001-11-09,0,NA,"Y",0,0,"Cairns"
2001-11-10,0,NA,"Y",0,0,"Cairns"
2001-11-11,0,NA,"Y",0,0.4,"Cairns"
2001-11-12,0.4,1,"Y",0.4,0,"Cairns"
2001-11-13,0,NA,"Y",0,1.4,"Cairns"
2001-11-14,1.4,1,"Y",1.4,2.2,"Cairns"
2001-11-15,2.2,1,"Y",2.2,3.4,"Cairns"
2001-11-16,3.4,1,"Y",3.4,0,"Cairns"
2001-11-17,0,NA,"Y",0,2.4,"Cairns"
2001-11-18,2.4,1,"Y",2.4,0,"Cairns"
2001-11-19,0,NA,"Y",0,0,"Cairns"
2001-11-20,0,NA,"Y",0,0,"Cairns"
2001-11-21,0,NA,"Y",0,0.8,"Cairns"
2001-11-22,0.8,1,"Y",0.8,4.6,"Cairns"
2001-11-23,4.6,1,"Y",4.6,0,"Cairns"
2001-11-24,0,NA,"Y",0,0,"Cairns"
2001-11-25,0,NA,"Y",0,0,"Cairns"
2001-11-26,0,NA,"Y",0,0,"Cairns"
2001-11-27,0,NA,"Y",0,0.6,"Cairns"
2001-11-28,0.6,1,"Y",0.6,0.6,"Cairns"
2001-11-29,0.6,1,"Y",0.6,96,"Cairns"
2001-11-30,96,1,"Y",96,0,"Cairns"
2001-12-01,0,NA,"Y",0,0,"Cairns"
2001-12-02,0,NA,"Y",0,0,"Cairns"
2001-12-03,0,NA,"Y",0,0,"Cairns"
2001-12-04,0,NA,"Y",0,0,"Cairns"
2001-12-05,0,NA,"Y",0,0,"Cairns"
2001-12-06,0,NA,"Y",0,0,"Cairns"
2001-12-07,0,NA,"Y",0,0,"Cairns"
2001-12-08,0,NA,"Y",0,0,"Cairns"
2001-12-09,0,NA,"Y",0,0,"Cairns"
2001-12-10,0,NA,"Y",0,0,"Cairns"
2001-12-11,0,NA,"Y",0,0,"Cairns"
2001-12-12,0,NA,"Y",0,9.4,"Cairns"
2001-12-13,9.4,1,"Y",9.4,21.6,"Cairns"
2001-12-14,21.6,1,"Y",21.6,0.8,"Cairns"
2001-12-15,0.8,1,"Y",0.8,0,"Cairns"
2001-12-16,0,NA,"Y",0,4.6,"Cairns"
2001-12-17,4.6,1,"Y",4.6,0,"Cairns"
2001-12-18,0,NA,"Y",0,10.4,"Cairns"
2001-12-19,10.4,1,"Y",10.4,0,"Cairns"
2001-12-20,0,NA,"Y",0,0,"Cairns"
2001-12-21,0,NA,"Y",0,0,"Cairns"
2001-12-22,0,NA,"Y",0,0,"Cairns"
2001-12-23,0,NA,"Y",0,0,"Cairns"
2001-12-24,0,NA,"Y",0,0,"Cairns"
2001-12-25,0,NA,"Y",0,0,"Cairns"
2001-12-26,0,NA,"Y",0,0,"Cairns"
2001-12-27,0,NA,"Y",0,0,"Cairns"
2001-12-28,0,NA,"Y",0,9.4,"Cairns"
2001-12-29,9.4,1,"Y",9.4,0,"Cairns"
2001-12-30,0,NA,"Y",0,0,"Cairns"
2001-12-31,0,NA,"Y",0,0,"Cairns"
2002-01-01,0,NA,"Y",0,17.2,"Cairns"
2002-01-02,17.2,1,"Y",17.2,5.2,"Cairns"
2002-01-03,5.2,1,"Y",5.2,8.6,"Cairns"
2002-01-04,8.6,1,"Y",8.6,10.8,"Cairns"
2002-01-05,10.8,1,"Y",10.8,1,"Cairns"
2002-01-06,1,1,"Y",1,4,"Cairns"
2002-01-07,4,1,"Y",4,6,"Cairns"
2002-01-08,6,1,"Y",6,0,"Cairns"
2002-01-09,0,NA,"Y",0,6.2,"Cairns"
2002-01-10,6.2,1,"Y",6.2,0.8,"Cairns"
2002-01-11,0.8,1,"Y",0.8,0,"Cairns"
2002-01-12,0,NA,"Y",0,0,"Cairns"
2002-01-13,0,NA,"Y",0,1.4,"Cairns"
2002-01-14,1.4,1,"Y",1.4,0,"Cairns"
2002-01-15,0,NA,"Y",0,0.4,"Cairns"
2002-01-16,0.4,1,"Y",0.4,0,"Cairns"
2002-01-17,0,NA,"Y",0,15,"Cairns"
2002-01-18,15,1,"Y",15,1,"Cairns"
2002-01-19,1,1,"Y",1,19,"Cairns"
2002-01-20,19,1,"Y",19,4.6,"Cairns"
2002-01-21,4.6,1,"Y",4.6,0,"Cairns"
2002-01-22,0,NA,"Y",0,0.6,"Cairns"
2002-01-23,0.6,1,"Y",0.6,0,"Cairns"
2002-01-24,0,NA,"Y",0,0,"Cairns"
2002-01-25,0,NA,"Y",0,15.2,"Cairns"
2002-01-26,15.2,1,"Y",15.2,17,"Cairns"
2002-01-27,17,1,"Y",17,1.2,"Cairns"
2002-01-28,1.2,1,"Y",1.2,0,"Cairns"
2002-01-29,0,NA,"Y",0,0,"Cairns"
2002-01-30,0,NA,"Y",0,0.4,"Cairns"
2002-01-31,0.4,1,"Y",0.4,1.4,"Cairns"
2002-02-01,1.4,1,"Y",1.4,0,"Cairns"
2002-02-02,0,NA,"Y",0,1,"Cairns"
2002-02-03,1,1,"Y",1,10,"Cairns"
2002-02-04,10,1,"Y",10,0.2,"Cairns"
2002-02-05,0.2,1,"Y",0.2,0,"Cairns"
2002-02-06,0,NA,"Y",0,0,"Cairns"
2002-02-07,0,NA,"Y",0,0,"Cairns"
2002-02-08,0,NA,"Y",0,12,"Cairns"
2002-02-09,12,1,"Y",12,0,"Cairns"
2002-02-10,0,NA,"Y",0,0,"Cairns"
2002-02-11,0,NA,"Y",0,0,"Cairns"
2002-02-12,0,NA,"Y",0,1.8,"Cairns"
2002-02-13,1.8,1,"Y",1.8,2.2,"Cairns"
2002-02-14,2.2,1,"Y",2.2,11,"Cairns"
2002-02-15,11,1,"Y",11,30.6,"Cairns"
2002-02-16,30.6,1,"Y",30.6,22,"Cairns"
2002-02-17,22,1,"Y",22,5.4,"Cairns"
2002-02-18,5.4,1,"Y",5.4,13.4,"Cairns"
2002-02-19,13.4,1,"Y",13.4,91.4,"Cairns"
2002-02-20,91.4,1,"Y",91.4,8,"Cairns"
2002-02-21,8,1,"Y",8,0,"Cairns"
2002-02-22,0,NA,"Y",0,0.6,"Cairns"
2002-02-23,0.6,1,"Y",0.6,1,"Cairns"
2002-02-24,1,1,"Y",1,0.2,"Cairns"
2002-02-25,0.2,1,"Y",0.2,0.6,"Cairns"
2002-02-26,0.6,1,"Y",0.6,0,"Cairns"
2002-02-27,0,NA,"Y",0,7.8,"Cairns"
2002-02-28,7.8,1,"Y",7.8,4.8,"Cairns"
2002-03-01,4.8,1,"Y",4.8,0,"Cairns"
2002-03-02,0,NA,"Y",0,0,"Cairns"
2002-03-03,0,NA,"Y",0,0.2,"Cairns"
2002-03-04,0.2,1,"Y",0.2,5.6,"Cairns"
2002-03-05,5.6,1,"Y",5.6,11.8,"Cairns"
2002-03-06,11.8,1,"Y",11.8,8.4,"Cairns"
2002-03-07,8.4,1,"Y",8.4,0,"Cairns"
2002-03-08,0,NA,"Y",0,0,"Cairns"
2002-03-09,0,NA,"Y",0,2,"Cairns"
2002-03-10,2,1,"Y",2,0,"Cairns"
2002-03-11,0,NA,"Y",0,0,"Cairns"
2002-03-12,0,NA,"Y",0,0,"Cairns"
2002-03-13,0,NA,"Y",0,2.2,"Cairns"
2002-03-14,2.2,1,"Y",2.2,4.4,"Cairns"
2002-03-15,4.4,1,"Y",4.4,0,"Cairns"
2002-03-16,0,NA,"Y",0,0.4,"Cairns"
2002-03-17,0.4,1,"Y",0.4,1,"Cairns"
2002-03-18,1,1,"Y",1,1.8,"Cairns"
2002-03-19,1.8,1,"Y",1.8,1.2,"Cairns"
2002-03-20,1.2,1,"Y",1.2,1.4,"Cairns"
2002-03-21,1.4,1,"Y",1.4,0,"Cairns"
2002-03-22,0,NA,"Y",0,5.8,"Cairns"
2002-03-23,5.8,1,"Y",5.8,13.2,"Cairns"
2002-03-24,13.2,1,"Y",13.2,1.8,"Cairns"
2002-03-25,1.8,1,"Y",1.8,1.6,"Cairns"
2002-03-26,1.6,1,"Y",1.6,0,"Cairns"
2002-03-27,0,NA,"Y",0,0,"Cairns"
2002-03-28,0,NA,"Y",0,0,"Cairns"
2002-03-29,0,NA,"Y",0,0,"Cairns"
2002-03-30,0,NA,"Y",0,0,"Cairns"
2002-03-31,0,NA,"Y",0,0,"Cairns"
2002-04-01,0,NA,"Y",0,1.8,"Cairns"
2002-04-02,1.8,1,"Y",1.8,0.8,"Cairns"
2002-04-03,0.8,1,"Y",0.8,4.4,"Cairns"
2002-04-04,4.4,1,"Y",4.4,0,"Cairns"
2002-04-05,0,NA,"Y",0,0,"Cairns"
2002-04-06,0,NA,"Y",0,4.6,"Cairns"
2002-04-07,4.6,1,"Y",4.6,3,"Cairns"
2002-04-08,3,1,"Y",3,5.2,"Cairns"
2002-04-09,5.2,1,"Y",5.2,12,"Cairns"
2002-04-10,12,1,"Y",12,0.8,"Cairns"
2002-04-11,0.8,1,"Y",0.8,9,"Cairns"
2002-04-12,9,1,"Y",9,15.4,"Cairns"
2002-04-13,15.4,1,"Y",15.4,1.8,"Cairns"
2002-04-14,1.8,1,"Y",1.8,3,"Cairns"
2002-04-15,3,1,"Y",3,17,"Cairns"
2002-04-16,17,1,"Y",17,0.4,"Cairns"
2002-04-17,0.4,1,"Y",0.4,0,"Cairns"
2002-04-18,0,NA,"Y",0,0,"Cairns"
2002-04-19,0,NA,"Y",0,0,"Cairns"
2002-04-20,0,NA,"Y",0,0,"Cairns"
2002-04-21,0,NA,"Y",0,0,"Cairns"
2002-04-22,0,NA,"Y",0,0,"Cairns"
2002-04-23,0,NA,"Y",0,0,"Cairns"
2002-04-24,0,NA,"Y",0,0,"Cairns"
2002-04-25,0,NA,"Y",0,0,"Cairns"
2002-04-26,0,NA,"Y",0,0.2,"Cairns"
2002-04-27,0.2,1,"Y",0.2,3.4,"Cairns"
2002-04-28,3.4,1,"Y",3.4,3.6,"Cairns"
2002-04-29,3.6,1,"Y",3.6,14.6,"Cairns"
2002-04-30,14.6,1,"Y",14.6,16.6,"Cairns"
2002-05-01,16.6,1,"Y",16.6,8,"Cairns"
2002-05-02,8,1,"Y",8,9,"Cairns"
2002-05-03,9,1,"Y",9,5.8,"Cairns"
2002-05-04,5.8,1,"Y",5.8,7.6,"Cairns"
2002-05-05,7.6,1,"Y",7.6,3.2,"Cairns"
2002-05-06,3.2,1,"Y",3.2,1.6,"Cairns"
2002-05-07,1.6,1,"Y",1.6,1.8,"Cairns"
2002-05-08,1.8,1,"Y",1.8,0.2,"Cairns"
2002-05-09,0.2,1,"Y",0.2,0,"Cairns"
2002-05-10,0,NA,"Y",0,1.8,"Cairns"
2002-05-11,1.8,1,"Y",1.8,0,"Cairns"
2002-05-12,0,NA,"Y",0,9.2,"Cairns"
2002-05-13,9.2,1,"Y",9.2,0,"Cairns"
2002-05-14,0,NA,"Y",0,0,"Cairns"
2002-05-15,0,NA,"Y",0,0,"Cairns"
2002-05-16,0,NA,"Y",0,0,"Cairns"
2002-05-17,0,NA,"Y",0,0,"Cairns"
2002-05-18,0,NA,"Y",0,0,"Cairns"
2002-05-19,0,NA,"Y",0,0,"Cairns"
2002-05-20,0,NA,"Y",0,0,"Cairns"
2002-05-21,0,NA,"Y",0,0,"Cairns"
2002-05-22,0,NA,"Y",0,0,"Cairns"
2002-05-23,0,NA,"Y",0,0,"Cairns"
2002-05-24,0,NA,"Y",0,0,"Cairns"
2002-05-25,0,NA,"Y",0,0,"Cairns"
2002-05-26,0,NA,"Y",0,0,"Cairns"
2002-05-27,0,NA,"Y",0,0,"Cairns"
2002-05-28,0,NA,"Y",0,0,"Cairns"
2002-05-29,0,NA,"Y",0,0,"Cairns"
2002-05-30,0,NA,"Y",0,0,"Cairns"
2002-05-31,0,NA,"Y",0,0,"Cairns"
2002-06-01,0,NA,"Y",0,0,"Cairns"
2002-06-02,0,NA,"Y",0,0,"Cairns"
2002-06-03,0,NA,"Y",0,0,"Cairns"
2002-06-04,0,NA,"Y",0,0,"Cairns"
2002-06-05,0,NA,"Y",0,0,"Cairns"
2002-06-06,0,NA,"Y",0,0,"Cairns"
2002-06-07,0,NA,"Y",0,0,"Cairns"
2002-06-08,0,NA,"Y",0,0,"Cairns"
2002-06-09,0,NA,"Y",0,0,"Cairns"
2002-06-10,0,NA,"Y",0,0,"Cairns"
2002-06-11,0,NA,"Y",0,0,"Cairns"
2002-06-12,0,NA,"Y",0,0,"Cairns"
2002-06-13,0,NA,"Y",0,0,"Cairns"
2002-06-14,0,NA,"Y",0,0,"Cairns"
2002-06-15,0,NA,"Y",0,0.4,"Cairns"
2002-06-16,0.4,1,"Y",0.4,0,"Cairns"
2002-06-17,0,NA,"Y",0,0,"Cairns"
2002-06-18,0,NA,"Y",0,0,"Cairns"
2002-06-19,0,NA,"Y",0,0,"Cairns"
2002-06-20,0,NA,"Y",0,0,"Cairns"
2002-06-21,0,NA,"Y",0,0,"Cairns"
2002-06-22,0,NA,"Y",0,0,"Cairns"
2002-06-23,0,NA,"Y",0,0,"Cairns"
2002-06-24,0,NA,"Y",0,2.4,"Cairns"
2002-06-25,2.4,1,"Y",2.4,0.2,"Cairns"
2002-06-26,0.2,1,"Y",0.2,0.2,"Cairns"
2002-06-27,0.2,1,"Y",0.2,0,"Cairns"
2002-06-28,0,NA,"Y",0,0,"Cairns"
2002-06-29,0,NA,"Y",0,0,"Cairns"
2002-06-30,0,NA,"Y",0,0,"Cairns"
2002-07-01,0,NA,"Y",0,0,"Cairns"
2002-07-02,0,NA,"Y",0,0,"Cairns"
2002-07-03,0,NA,"Y",0,0,"Cairns"
2002-07-04,0,NA,"Y",0,0,"Cairns"
2002-07-05,0,NA,"Y",0,0,"Cairns"
2002-07-06,0,NA,"Y",0,0,"Cairns"
2002-07-07,0,NA,"Y",0,0,"Cairns"
2002-07-08,0,NA,"Y",0,0,"Cairns"
2002-07-09,0,NA,"Y",0,0,"Cairns"
2002-07-10,0,NA,"Y",0,0,"Cairns"
2002-07-11,0,NA,"Y",0,0,"Cairns"
2002-07-12,0,NA,"Y",0,0,"Cairns"
2002-07-13,0,NA,"Y",0,0,"Cairns"
2002-07-14,0,NA,"Y",0,0,"Cairns"
2002-07-15,0,NA,"Y",0,0,"Cairns"
2002-07-16,0,NA,"Y",0,0,"Cairns"
2002-07-17,0,NA,"Y",0,0,"Cairns"
2002-07-18,0,NA,"Y",0,0.2,"Cairns"
2002-07-19,0.2,1,"Y",0.2,0,"Cairns"
2002-07-20,0,NA,"Y",0,0.6,"Cairns"
2002-07-21,0.6,1,"Y",0.6,0,"Cairns"
2002-07-22,0,NA,"Y",0,0,"Cairns"
2002-07-23,0,NA,"Y",0,0,"Cairns"
2002-07-24,0,NA,"Y",0,0,"Cairns"
2002-07-25,0,NA,"Y",0,0,"Cairns"
2002-07-26,0,NA,"Y",0,0,"Cairns"
2002-07-27,0,NA,"Y",0,1.2,"Cairns"
2002-07-28,1.2,1,"Y",1.2,2.6,"Cairns"
2002-07-29,2.6,1,"Y",2.6,0.4,"Cairns"
2002-07-30,0.4,1,"Y",0.4,0,"Cairns"
2002-07-31,0,NA,"Y",0,0,"Cairns"
2002-08-01,0,NA,"Y",0,0,"Cairns"
2002-08-02,0,NA,"Y",0,0,"Cairns"
2002-08-03,0,NA,"Y",0,0,"Cairns"
2002-08-04,0,NA,"Y",0,0,"Cairns"
2002-08-05,0,NA,"Y",0,0,"Cairns"
2002-08-06,0,NA,"Y",0,0,"Cairns"
2002-08-07,0,NA,"Y",0,0,"Cairns"
2002-08-08,0,NA,"Y",0,1.2,"Cairns"
2002-08-09,1.2,1,"Y",1.2,6.8,"Cairns"
2002-08-10,6.8,1,"Y",6.8,7.2,"Cairns"
2002-08-11,7.2,1,"Y",7.2,0.6,"Cairns"
2002-08-12,0.6,1,"Y",0.6,0.4,"Cairns"
2002-08-13,0.4,1,"Y",0.4,0,"Cairns"
2002-08-14,0,NA,"Y",0,0,"Cairns"
2002-08-15,0,NA,"Y",0,0,"Cairns"
2002-08-16,0,NA,"Y",0,0.4,"Cairns"
2002-08-17,0.4,1,"Y",0.4,0,"Cairns"
2002-08-18,0,NA,"Y",0,0,"Cairns"
2002-08-19,0,NA,"Y",0,0,"Cairns"
2002-08-20,0,NA,"Y",0,0,"Cairns"
2002-08-21,0,NA,"Y",0,0,"Cairns"
2002-08-22,0,NA,"Y",0,0.4,"Cairns"
2002-08-23,0.4,1,"Y",0.4,0,"Cairns"
2002-08-24,0,NA,"Y",0,0,"Cairns"
2002-08-25,0,NA,"Y",0,0,"Cairns"
2002-08-26,0,NA,"Y",0,0,"Cairns"
2002-08-27,0,NA,"Y",0,0,"Cairns"
2002-08-28,0,NA,"Y",0,2.2,"Cairns"
2002-08-29,2.2,1,"Y",2.2,0.4,"Cairns"
2002-08-30,0.4,1,"Y",0.4,0.8,"Cairns"
2002-08-31,0.8,1,"Y",0.8,0,"Cairns"
2002-09-01,0,NA,"Y",0,0,"Cairns"
2002-09-02,0,NA,"Y",0,0,"Cairns"
2002-09-03,0,NA,"Y",0,0,"Cairns"
2002-09-04,0,NA,"Y",0,0,"Cairns"
2002-09-05,0,NA,"Y",0,0,"Cairns"
2002-09-06,0,NA,"Y",0,0,"Cairns"
2002-09-07,0,NA,"Y",0,0.2,"Cairns"
2002-09-08,0.2,1,"Y",0.2,0,"Cairns"
2002-09-09,0,NA,"Y",0,0,"Cairns"
2002-09-10,0,NA,"Y",0,0,"Cairns"
2002-09-11,0,NA,"Y",0,0,"Cairns"
